execution_id,account_id,workspace_id,device_id,actor_uid,tool_id,tool_version,action,status,error_code,duration_ms,started_at,completed_at,received_at,source,host_version,suite_version,device_platform,data_origin,expected_anomaly,synthetic_pattern,duration_seconds,log_duration,hour_of_day,day_of_week,hour_sin,hour_cos,day_sin,day_cos
exec_syn_000026,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,sepmaker-pro,1.6.0,Apply,failure,HOST_UNAVAILABLE,39748,2026-06-02T13:29:23.252Z,2026-06-02T13:30:03.000Z,2026-06-02T13:30:03.390Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike,39.748,10.590340,13,2,-0.258819,-0.965926,0.974928,-0.222521
exec_syn_000027,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,6138,2026-06-02T10:51:32.862Z,2026-06-02T10:51:39.000Z,2026-06-02T10:51:40.358Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,6.138,8.722417,10,2,0.500000,-0.866025,0.974928,-0.222521
exec_syn_000028,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,sepmaker-pro,1.6.0,Apply,failure,DOCUMENT_UNAVAILABLE,56201,2026-06-02T09:21:13.799Z,2026-06-02T09:22:10.000Z,2026-06-02T09:22:10.903Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike,56.201,10.936708,9,2,0.707107,-0.707107,0.974928,-0.222521
exec_syn_000029,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,sepmaker-pro,1.6.0,Apply,success,,12447,2026-06-02T14:51:10.553Z,2026-06-02T14:51:23.000Z,2026-06-02T14:51:24.018Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,12.447,9.429315,14,2,-0.500000,-0.866025,0.974928,-0.222521
exec_syn_000030,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,sepmaker-pro,1.6.0,Apply,success,,7465,2026-06-02T14:10:09.535Z,2026-06-02T14:10:17.000Z,2026-06-02T14:10:18.288Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,7.465,8.918115,14,2,-0.500000,-0.866025,0.974928,-0.222521
exec_syn_000031,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,5784,2026-06-02T10:30:11.216Z,2026-06-02T10:30:17.000Z,2026-06-02T10:30:18.176Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.784,8.663024,10,2,0.500000,-0.866025,0.974928,-0.222521
exec_syn_000032,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,sepmaker-pro,1.6.0,Apply,success,,36733,2026-06-02T11:13:43.267Z,2026-06-02T11:14:20.000Z,2026-06-02T11:14:20.873Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,true,duration_spike,36.733,10.511458,11,2,0.258819,-0.965926,0.974928,-0.222521
exec_syn_000033,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,21138,2026-06-03T15:06:23.862Z,2026-06-03T15:06:45.000Z,2026-06-03T15:06:45.318Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike,21.138,9.958875,15,3,-0.707107,-0.707107,0.433884,-0.900969
exec_syn_000034,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,sepmaker-pro,1.6.0,Apply,success,,15187,2026-06-03T17:13:49.813Z,2026-06-03T17:14:05.000Z,2026-06-03T17:14:05.270Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,15.187,9.628261,17,3,-0.965926,-0.258819,0.433884,-0.900969
exec_syn_000035,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,sepmaker-pro,1.6.0,Apply,success,,11354,2026-06-03T16:04:47.646Z,2026-06-03T16:04:59.000Z,2026-06-03T16:05:00.173Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,11.354,9.337413,16,3,-0.866025,-0.500000,0.433884,-0.900969
exec_syn_000036,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,3861,2026-06-03T13:54:31.139Z,2026-06-03T13:54:35.000Z,2026-06-03T13:54:35.865Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.861,8.258940,13,3,-0.258819,-0.965926,0.433884,-0.900969
exec_syn_000037,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,4685,2026-06-03T15:23:55.315Z,2026-06-03T15:24:00.000Z,2026-06-03T15:24:01.152Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,4.685,8.452335,15,3,-0.707107,-0.707107,0.433884,-0.900969
exec_syn_000038,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,sepmaker-pro,1.6.0,Apply,success,,12061,2026-06-03T11:46:39.939Z,2026-06-03T11:46:52.000Z,2026-06-03T11:46:52.639Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,12.061,9.397815,11,3,0.258819,-0.965926,0.433884,-0.900969
exec_syn_000039,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,sepmaker-pro,1.6.0,Apply,failure,VALIDATION_FAILED,66126,2026-06-03T16:06:13.874Z,2026-06-03T16:07:20.000Z,2026-06-03T16:07:20.806Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike,66.126,11.099332,16,3,-0.866025,-0.500000,0.433884,-0.900969
exec_syn_000040,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,5105,2026-06-03T12:53:04.895Z,2026-06-03T12:53:10.000Z,2026-06-03T12:53:10.357Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.105,8.538172,12,3,0.000000,-1.000000,0.433884,-0.900969
exec_syn_000041,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,5213,2026-06-03T14:56:02.787Z,2026-06-03T14:56:08.000Z,2026-06-03T14:56:09.190Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.213,8.559103,14,3,-0.500000,-0.866025,0.433884,-0.900969
exec_syn_000042,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,3349,2026-06-03T15:56:37.651Z,2026-06-03T15:56:41.000Z,2026-06-03T15:56:41.799Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,3.349,8.116716,15,3,-0.707107,-0.707107,0.433884,-0.900969
exec_syn_000043,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,sepmaker-pro,1.6.0,Apply,success,,12384,2026-06-03T11:08:08.616Z,2026-06-03T11:08:21.000Z,2026-06-03T11:08:22.408Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,12.384,9.424241,11,3,0.258819,-0.965926,0.433884,-0.900969
exec_syn_000044,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,sepmaker-pro,1.6.0,Apply,success,,10957,2026-06-03T16:49:18.043Z,2026-06-03T16:49:29.000Z,2026-06-03T16:49:30.271Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,10.957,9.301825,16,3,-0.866025,-0.500000,0.433884,-0.900969
exec_syn_000045,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,sepmaker-pro,1.6.0,Apply,success,,9792,2026-06-03T11:19:53.208Z,2026-06-03T11:20:03.000Z,2026-06-03T11:20:03.549Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,9.792,9.189423,11,3,0.258819,-0.965926,0.433884,-0.900969
exec_syn_000046,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,sepmaker-pro,1.6.0,Apply,success,,42822,2026-06-03T16:35:30.178Z,2026-06-03T16:36:13.000Z,2026-06-03T16:36:14.453Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike,42.822,10.664831,16,3,-0.866025,-0.500000,0.433884,-0.900969
exec_syn_000047,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,3681,2026-06-03T15:54:46.319Z,2026-06-03T15:54:50.000Z,2026-06-03T15:54:51.278Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.681,8.211211,15,3,-0.707107,-0.707107,0.433884,-0.900969
exec_syn_000048,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,sepmaker-pro,1.6.0,Apply,success,,11762,2026-06-03T15:45:07.238Z,2026-06-03T15:45:19.000Z,2026-06-03T15:45:19.827Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,11.762,9.372714,15,3,-0.707107,-0.707107,0.433884,-0.900969
exec_syn_000049,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,4565,2026-06-04T15:22:15.435Z,2026-06-04T15:22:20.000Z,2026-06-04T15:22:20.532Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.565,8.426393,15,4,-0.707107,-0.707107,-0.433884,-0.900969
exec_syn_000050,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,sepmaker-pro,1.6.0,Apply,failure,HOST_UNAVAILABLE,13704,2026-06-04T14:53:44.296Z,2026-06-04T14:53:58.000Z,2026-06-04T14:53:59.214Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,13.704,9.525516,14,4,-0.500000,-0.866025,-0.433884,-0.900969
exec_syn_000051,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,2578,2026-06-04T09:13:41.422Z,2026-06-04T09:13:44.000Z,2026-06-04T09:13:44.919Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,2.578,7.855157,9,4,0.707107,-0.707107,-0.433884,-0.900969
exec_syn_000052,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,5500,2026-06-04T08:47:10.500Z,2026-06-04T08:47:16.000Z,2026-06-04T08:47:16.373Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.500,8.612685,8,4,0.866025,-0.500000,-0.433884,-0.900969
exec_syn_000053,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,sepmaker-pro,1.6.0,Apply,success,,8794,2026-06-04T10:47:01.206Z,2026-06-04T10:47:10.000Z,2026-06-04T10:47:11.120Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,8.794,9.081939,10,4,0.500000,-0.866025,-0.433884,-0.900969
exec_syn_000054,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,4256,2026-06-04T08:28:25.744Z,2026-06-04T08:28:30.000Z,2026-06-04T08:28:31.470Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.256,8.356320,8,4,0.866025,-0.500000,-0.433884,-0.900969
exec_syn_000055,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,sepmaker-pro,1.6.0,Apply,success,,13017,2026-06-04T09:05:33.983Z,2026-06-04T09:05:47.000Z,2026-06-04T09:05:47.524Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,13.017,9.474088,9,4,0.707107,-0.707107,-0.433884,-0.900969
exec_syn_000056,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,sepmaker-pro,1.6.0,Apply,success,,13260,2026-06-04T08:01:47.740Z,2026-06-04T08:02:01.000Z,2026-06-04T08:02:02.040Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,13.260,9.492583,8,4,0.866025,-0.500000,-0.433884,-0.900969
exec_syn_000057,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,sepmaker-pro,1.6.0,Apply,success,,12309,2026-06-04T12:22:15.691Z,2026-06-04T12:22:28.000Z,2026-06-04T12:22:28.606Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,12.309,9.418167,12,4,0.000000,-1.000000,-0.433884,-0.900969
exec_syn_000058,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,sepmaker-pro,1.6.0,Apply,success,,19469,2026-06-04T08:36:50.531Z,2026-06-04T08:37:10.000Z,2026-06-04T08:37:11.133Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,19.469,9.876630,8,4,0.866025,-0.500000,-0.433884,-0.900969
exec_syn_000059,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,sepmaker-pro,1.6.0,Apply,success,,16381,2026-06-04T10:58:37.619Z,2026-06-04T10:58:54.000Z,2026-06-04T10:58:55.465Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,16.381,9.703938,10,4,0.500000,-0.866025,-0.433884,-0.900969
exec_syn_000060,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,5761,2026-06-04T08:52:35.239Z,2026-06-04T08:52:41.000Z,2026-06-04T08:52:41.707Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.761,8.659040,8,4,0.866025,-0.500000,-0.433884,-0.900969
exec_syn_000061,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,sepmaker-pro,1.6.0,Apply,success,,10642,2026-06-04T15:27:42.358Z,2026-06-04T15:27:53.000Z,2026-06-04T15:27:53.370Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,10.642,9.272658,15,4,-0.707107,-0.707107,-0.433884,-0.900969
exec_syn_000062,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,sepmaker-pro,1.6.0,Apply,success,,8486,2026-06-04T11:23:50.514Z,2026-06-04T11:23:59.000Z,2026-06-04T11:23:59.541Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,8.486,9.046291,11,4,0.258819,-0.965926,-0.433884,-0.900969
exec_syn_000063,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,21759,2026-06-04T08:54:46.241Z,2026-06-04T08:55:08.000Z,2026-06-04T08:55:08.448Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike,21.759,9.987829,8,4,0.866025,-0.500000,-0.433884,-0.900969
exec_syn_000064,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,16393,2026-06-04T09:42:45.607Z,2026-06-04T09:43:02.000Z,2026-06-04T09:43:03.029Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike,16.393,9.704671,9,4,0.707107,-0.707107,-0.433884,-0.900969
exec_syn_000065,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,sepmaker-pro,1.6.0,Apply,success,,9996,2026-06-05T13:55:50.004Z,2026-06-05T13:56:00.000Z,2026-06-05T13:56:01.170Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,9.996,9.210040,13,5,-0.258819,-0.965926,-0.974928,-0.222521
exec_syn_000066,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,3383,2026-06-05T08:08:27.617Z,2026-06-05T08:08:31.000Z,2026-06-05T08:08:31.254Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.383,8.126814,8,5,0.866025,-0.500000,-0.974928,-0.222521
exec_syn_000067,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,sepmaker-pro,1.6.0,Apply,success,,12030,2026-06-05T11:58:09.970Z,2026-06-05T11:58:22.000Z,2026-06-05T11:58:22.616Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,12.030,9.395242,11,5,0.258819,-0.965926,-0.974928,-0.222521
exec_syn_000068,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,4334,2026-06-05T11:07:19.666Z,2026-06-05T11:07:24.000Z,2026-06-05T11:07:24.389Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.334,8.374477,11,5,0.258819,-0.965926,-0.974928,-0.222521
