execution_id,account_id,workspace_id,device_id,actor_uid,tool_id,tool_version,action,status,error_code,duration_ms,started_at,completed_at,received_at,source,host_version,suite_version,device_platform,data_origin,expected_anomaly,synthetic_pattern,duration_seconds,log_duration,hour_of_day,day_of_week,hour_sin,hour_cos,day_sin,day_cos
exec_v02_0000013,account_demo_a,workspace_review,device_review_0,actor_review,clean-vector-pro,3.6.1,CLEAN ART,success,,3269,2026-03-01T12:00:39.492Z,2026-03-01T12:00:42.761Z,2026-03-01T12:00:43.261Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,3.269,8.0925452638913,12,0,1.2246467991473532e-16,-1,0,1
exec_v02_0000005,account_demo_a,workspace_shared,device_stable_0,actor_stable,clean-vector-pro,3.6.1,CLEAN ART,failure,PROCESSING_FAILED,4085,2026-03-01T12:00:44.920Z,2026-03-01T12:00:49.005Z,2026-03-01T12:00:49.505Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.085,8.315321775377567,12,0,1.2246467991473532e-16,-1,0,1
exec_v02_0000029,account_demo_b,workspace_incident,device_incident_0,actor_incident,clean-vector-pro,3.6.1,CLEAN ART,success,,4540,2026-03-01T12:00:46.166Z,2026-03-01T12:00:50.706Z,2026-03-01T12:00:51.206Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,4.54,8.420902531097951,12,0,1.2246467991473532e-16,-1,0,1
exec_v02_0000014,account_demo_a,workspace_review,device_review_1,actor_review,sepmaker-pro,1.6.0,Apply,success,,9549,2026-03-01T12:59:54.976Z,2026-03-01T13:00:04.525Z,2026-03-01T13:00:05.025Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,9.549,9.164296433474776,13,0,-0.2588190451025208,-0.9659258262890683,0,1
exec_v02_0000022,account_demo_b,workspace_shared,device_degraded_1,actor_degraded,sepmaker-pro,1.6.0,Apply,success,,12837,2026-03-01T13:00:03.350Z,2026-03-01T13:00:16.187Z,2026-03-01T13:00:16.687Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,12.837,9.460164801871723,13,0,-0.2588190451025208,-0.9659258262890683,0,1
exec_v02_0000006,account_demo_a,workspace_shared,device_stable_1,actor_stable,sepmaker-pro,1.6.0,Apply,success,,9752,2026-03-01T13:00:14.288Z,2026-03-01T13:00:24.040Z,2026-03-01T13:00:24.540Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,9.752,9.185330208972015,13,0,-0.2588190451025208,-0.9659258262890683,0,1
exec_v02_0000030,account_demo_b,workspace_incident,device_incident_1,actor_incident,sepmaker-pro,1.6.0,Apply,success,,12794,2026-03-01T13:00:28.293Z,2026-03-01T13:00:41.087Z,2026-03-01T13:00:41.587Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,12.794,9.456809748593889,13,0,-0.2588190451025208,-0.9659258262890683,0,1
exec_v02_0000015,account_demo_a,workspace_review,device_review_0,actor_review,clean-vector-pro,3.6.1,CLEAN ART,success,,3965,2026-03-01T14:00:03.024Z,2026-03-01T14:00:06.989Z,2026-03-01T14:00:07.489Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,3.965,8.285513309079741,14,0,-0.4999999999999997,-0.8660254037844388,0,1
exec_v02_0000007,account_demo_a,workspace_shared,device_stable_0,actor_stable,clean-vector-pro,3.6.1,CLEAN ART,success,,4101,2026-03-01T14:00:04.232Z,2026-03-01T14:00:08.333Z,2026-03-01T14:00:08.833Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.101,8.319229938632326,14,0,-0.4999999999999997,-0.8660254037844388,0,1
exec_v02_0000023,account_demo_b,workspace_shared,device_degraded_0,actor_degraded,clean-vector-pro,3.6.1,CLEAN ART,success,,4087,2026-03-01T14:00:07.143Z,2026-03-01T14:00:11.230Z,2026-03-01T14:00:11.730Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.087,8.31581113188354,14,0,-0.4999999999999997,-0.8660254037844388,0,1
exec_v02_0000031,account_demo_b,workspace_incident,device_incident_0,actor_incident,clean-vector-pro,3.6.1,CLEAN ART,success,,5404,2026-03-01T14:00:41.146Z,2026-03-01T14:00:46.550Z,2026-03-01T14:00:47.050Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,5.404,8.595079730073309,14,0,-0.4999999999999997,-0.8660254037844388,0,1
exec_v02_0000016,account_demo_a,workspace_review,device_review_1,actor_review,sepmaker-pro,1.6.0,Apply,success,,10818,2026-03-01T14:59:54.973Z,2026-03-01T15:00:05.791Z,2026-03-01T15:00:06.291Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,10.818,9.289059126687574,15,0,-0.7071067811865471,-0.7071067811865479,0,1
exec_v02_0000024,account_demo_b,workspace_shared,device_degraded_1,actor_degraded,sepmaker-pro,1.6.0,Apply,success,,12613,2026-03-01T14:59:58.919Z,2026-03-01T15:00:11.532Z,2026-03-01T15:00:12.032Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,12.613,9.442562587223597,15,0,-0.7071067811865471,-0.7071067811865479,0,1
exec_v02_0000032,account_demo_b,workspace_incident,device_incident_1,actor_incident,sepmaker-pro,1.6.0,Apply,success,,9325,2026-03-01T15:00:07.476Z,2026-03-01T15:00:16.801Z,2026-03-01T15:00:17.301Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,9.325,9.140561477368266,15,0,-0.7071067811865471,-0.7071067811865479,0,1
exec_v02_0000008,account_demo_a,workspace_shared,device_stable_1,actor_stable,sepmaker-pro,1.6.0,Apply,success,,10778,2026-03-01T15:00:46.391Z,2026-03-01T15:00:57.169Z,2026-03-01T15:00:57.669Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,10.778,9.285355075781629,15,0,-0.7071067811865471,-0.7071067811865479,0,1
exec_v02_0000061,account_demo_b,workspace_incident,device_incident_0,actor_incident,clean-vector-pro,3.6.1,CLEAN ART,success,,3443,2026-03-02T07:59:58.169Z,2026-03-02T08:00:01.612Z,2026-03-02T08:00:02.112Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,3.443,8.144388865547622,8,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
exec_v02_0000053,account_demo_b,workspace_shared,device_degraded_0,actor_degraded,clean-vector-pro,3.6.1,CLEAN ART,success,,5288,2026-03-02T07:59:57.608Z,2026-03-02T08:00:02.896Z,2026-03-02T08:00:03.396Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.288,8.57338447106598,8,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
exec_v02_0000045,account_demo_a,workspace_review,device_review_0,actor_review,clean-vector-pro,3.6.1,CLEAN ART,success,,1224,2026-03-02T08:00:39.905Z,2026-03-02T08:00:41.129Z,2026-03-02T08:00:41.629Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,true,duration_drop,1.224,7.110696122978827,8,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
exec_v02_0000069,account_demo_c,workspace_sparse,device_sparse_0,actor_sparse,clean-vector-pro,3.6.1,CLEAN ART,success,,4258,2026-03-02T08:00:49.893Z,2026-03-02T08:00:54.151Z,2026-03-02T08:00:54.651Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.258,8.356789669923213,8,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
exec_v02_0000037,account_demo_a,workspace_shared,device_stable_0,actor_stable,clean-vector-pro,3.6.1,CLEAN ART,success,,4745,2026-03-02T08:00:52.870Z,2026-03-02T08:00:57.615Z,2026-03-02T08:00:58.115Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.745,8.465057436995709,8,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
exec_v02_0000046,account_demo_a,workspace_review,device_review_1,actor_review,sepmaker-pro,1.6.0,Apply,success,,10919,2026-03-02T08:59:50.833Z,2026-03-02T09:00:01.752Z,2026-03-02T09:00:02.252Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,10.919,9.298351249298896,9,1,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336
exec_v02_0000038,account_demo_a,workspace_shared,device_stable_1,actor_stable,sepmaker-pro,1.6.0,Apply,success,,8894,2026-03-02T09:00:00.904Z,2026-03-02T09:00:09.798Z,2026-03-02T09:00:10.298Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,8.894,9.093244600099936,9,1,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336
exec_v02_0000054,account_demo_b,workspace_shared,device_degraded_1,actor_degraded,sepmaker-pro,1.6.0,Apply,success,,16315,2026-03-02T08:59:55.091Z,2026-03-02T09:00:11.406Z,2026-03-02T09:00:11.906Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,16.315,9.699901500437448,9,1,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336
exec_v02_0000062,account_demo_b,workspace_incident,device_incident_1,actor_incident,sepmaker-pro,1.6.0,Apply,success,,8614,2026-03-02T09:00:03.263Z,2026-03-02T09:00:11.877Z,2026-03-02T09:00:12.377Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,8.614,9.06126014896203,9,1,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336
exec_v02_0000070,account_demo_c,workspace_sparse,device_sparse_1,actor_sparse,sepmaker-pro,1.6.0,Apply,success,,39348,2026-03-02T08:59:47.087Z,2026-03-02T09:00:26.435Z,2026-03-02T09:00:26.935Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike,39.348,10.580225840562024,9,1,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336
exec_v02_0000055,account_demo_b,workspace_shared,device_degraded_0,actor_degraded,clean-vector-pro,3.6.1,CLEAN ART,success,,5277,2026-03-02T10:00:15.674Z,2026-03-02T10:00:20.951Z,2026-03-02T10:00:21.451Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.277,8.57130251706327,10,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
exec_v02_0000039,account_demo_a,workspace_shared,device_stable_0,actor_stable,clean-vector-pro,3.6.1,CLEAN ART,success,,4124,2026-03-02T10:00:23.109Z,2026-03-02T10:00:27.233Z,2026-03-02T10:00:27.733Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.124,8.324821298768782,10,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
exec_v02_0000063,account_demo_b,workspace_incident,device_incident_0,actor_incident,clean-vector-pro,3.6.1,CLEAN ART,success,,4991,2026-03-02T10:00:38.209Z,2026-03-02T10:00:43.200Z,2026-03-02T10:00:43.700Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,4.991,8.515591910049263,10,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
exec_v02_0000047,account_demo_a,workspace_review,device_review_0,actor_review,clean-vector-pro,3.6.1,CLEAN ART,success,,3285,2026-03-02T10:00:47.076Z,2026-03-02T10:00:50.361Z,2026-03-02T10:00:50.861Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,3.285,8.097426298597213,10,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
exec_v02_0000071,account_demo_c,workspace_sparse,device_sparse_0,actor_sparse,clean-vector-pro,3.6.1,CLEAN ART,success,,3872,2026-03-02T10:00:52.157Z,2026-03-02T10:00:56.029Z,2026-03-02T10:00:56.529Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.872,8.261784679514752,10,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
exec_v02_0000056,account_demo_b,workspace_shared,device_degraded_1,actor_degraded,sepmaker-pro,1.6.0,Apply,success,,12760,2026-03-02T10:59:53.374Z,2026-03-02T11:00:06.134Z,2026-03-02T11:00:06.634Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,12.76,9.454148923733976,11,1,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336
exec_v02_0000040,account_demo_a,workspace_shared,device_stable_1,actor_stable,sepmaker-pro,1.6.0,Apply,success,,14309,2026-03-02T10:59:55.194Z,2026-03-02T11:00:09.503Z,2026-03-02T11:00:10.003Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,14.309,9.568713872550497,11,1,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336
exec_v02_0000064,account_demo_b,workspace_incident,device_incident_1,actor_incident,sepmaker-pro,1.6.0,Apply,success,,9131,2026-03-02T11:00:24.710Z,2026-03-02T11:00:33.841Z,2026-03-02T11:00:34.341Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,9.131,9.119540007649686,11,1,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336
exec_v02_0000048,account_demo_a,workspace_review,device_review_1,actor_review,sepmaker-pro,1.6.0,Apply,success,,9583,2026-03-02T11:00:32.392Z,2026-03-02T11:00:41.975Z,2026-03-02T11:00:42.475Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,9.583,9.16785032035523,11,1,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336
exec_v02_0000072,account_demo_c,workspace_sparse,device_sparse_1,actor_sparse,sepmaker-pro,1.6.0,Apply,success,,11203,2026-03-02T11:00:44.092Z,2026-03-02T11:00:55.295Z,2026-03-02T11:00:55.795Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,11.203,9.324026136379999,11,1,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336
exec_v02_0000049,account_demo_a,workspace_review,device_review_0,actor_review,clean-vector-pro,3.6.1,CLEAN ART,success,,16057,2026-03-02T11:59:46.383Z,2026-03-02T12:00:02.440Z,2026-03-02T12:00:02.940Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,true,duration_spike,16.057,9.68396244674463,12,1,1.2246467991473532e-16,-1,0.7818314824680298,0.6234898018587336
exec_v02_0000041,account_demo_a,workspace_shared,device_stable_0,actor_stable,clean-vector-pro,3.6.1,CLEAN ART,success,,4334,2026-03-02T11:59:58.225Z,2026-03-02T12:00:02.559Z,2026-03-02T12:00:03.059Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.334,8.374476889214643,12,1,1.2246467991473532e-16,-1,0.7818314824680298,0.6234898018587336
exec_v02_0000065,account_demo_b,workspace_incident,device_incident_0,actor_incident,clean-vector-pro,3.6.1,CLEAN ART,success,,4240,2026-03-02T12:00:06.554Z,2026-03-02T12:00:10.794Z,2026-03-02T12:00:11.294Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,4.24,8.352554369474591,12,1,1.2246467991473532e-16,-1,0.7818314824680298,0.6234898018587336
exec_v02_0000057,account_demo_b,workspace_shared,device_degraded_0,actor_degraded,clean-vector-pro,3.6.1,CLEAN ART,success,,5036,2026-03-02T12:00:19.847Z,2026-03-02T12:00:24.883Z,2026-03-02T12:00:25.383Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.036,8.52456594574565,12,1,1.2246467991473532e-16,-1,0.7818314824680298,0.6234898018587336
exec_v02_0000050,account_demo_a,workspace_review,device_review_1,actor_review,sepmaker-pro,1.6.0,Apply,success,,14149,2026-03-02T13:00:16.070Z,2026-03-02T13:00:30.219Z,2026-03-02T13:00:30.719Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,14.149,9.557469903071384,13,1,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336
exec_v02_0000058,account_demo_b,workspace_shared,device_degraded_1,actor_degraded,sepmaker-pro,1.6.0,Apply,success,,13441,2026-03-02T13:00:21.356Z,2026-03-02T13:00:34.797Z,2026-03-02T13:00:35.297Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,13.441,9.506139412529912,13,1,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336
exec_v02_0000066,account_demo_b,workspace_incident,device_incident_1,actor_incident,sepmaker-pro,1.6.0,Apply,success,,11445,2026-03-02T13:00:42.050Z,2026-03-02T13:00:53.495Z,2026-03-02T13:00:53.995Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,11.445,9.345395602969047,13,1,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336
exec_v02_0000042,account_demo_a,workspace_shared,device_stable_1,actor_stable,sepmaker-pro,1.6.0,Apply,success,,13507,2026-03-02T13:00:42.069Z,2026-03-02T13:00:55.576Z,2026-03-02T13:00:56.076Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,13.507,9.511037381505458,13,1,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336
exec_v02_0000043,account_demo_a,workspace_shared,device_stable_0,actor_stable,clean-vector-pro,3.6.1,CLEAN ART,success,,3570,2026-03-02T13:59:57.601Z,2026-03-02T14:00:01.171Z,2026-03-02T14:00:01.671Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.57,8.18060094759445,14,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
exec_v02_0000051,account_demo_a,workspace_review,device_review_0,actor_review,clean-vector-pro,3.6.1,CLEAN ART,success,,2884,2026-03-02T14:00:03.864Z,2026-03-02T14:00:06.748Z,2026-03-02T14:00:07.248Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,2.884,7.9672801789422,14,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
