execution_id,account_id,workspace_id,device_id,actor_uid,tool_id,tool_version,action,status,error_code,duration_ms,started_at,completed_at,received_at,source,host_version,suite_version,device_platform,data_origin,expected_anomaly,synthetic_pattern
exec_v02_0000067,account_demo_b,workspace_incident,device_incident_0,actor_incident,clean-vector-pro,3.6.1,CLEAN ART,success,,5213,2026-03-02T14:00:33.774Z,2026-03-02T14:00:38.987Z,2026-03-02T14:00:39.487Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000068,account_demo_b,workspace_incident,device_incident_1,actor_incident,sepmaker-pro,1.6.0,Apply,success,,15976,2026-03-02T15:00:12.803Z,2026-03-02T15:00:28.779Z,2026-03-02T15:00:29.279Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000069,account_demo_c,workspace_sparse,device_sparse_0,actor_sparse,clean-vector-pro,3.6.1,CLEAN ART,success,,4258,2026-03-02T08:00:49.893Z,2026-03-02T08:00:54.151Z,2026-03-02T08:00:54.651Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000070,account_demo_c,workspace_sparse,device_sparse_1,actor_sparse,sepmaker-pro,1.6.0,Apply,success,,39348,2026-03-02T08:59:47.087Z,2026-03-02T09:00:26.435Z,2026-03-02T09:00:26.935Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike
exec_v02_0000071,account_demo_c,workspace_sparse,device_sparse_0,actor_sparse,clean-vector-pro,3.6.1,CLEAN ART,success,,3872,2026-03-02T10:00:52.157Z,2026-03-02T10:00:56.029Z,2026-03-02T10:00:56.529Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000072,account_demo_c,workspace_sparse,device_sparse_1,actor_sparse,sepmaker-pro,1.6.0,Apply,success,,11203,2026-03-02T11:00:44.092Z,2026-03-02T11:00:55.295Z,2026-03-02T11:00:55.795Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000073,account_demo_a,workspace_shared,device_stable_0,actor_stable,clean-vector-pro,3.6.1,CLEAN ART,success,,4186,2026-03-03T08:00:37.456Z,2026-03-03T08:00:41.642Z,2026-03-03T08:00:42.142Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000074,account_demo_a,workspace_shared,device_stable_1,actor_stable,sepmaker-pro,1.6.0,Apply,success,,12407,2026-03-03T09:00:16.773Z,2026-03-03T09:00:29.180Z,2026-03-03T09:00:29.680Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000075,account_demo_a,workspace_shared,device_stable_0,actor_stable,clean-vector-pro,3.6.1,CLEAN ART,success,,3059,2026-03-03T10:00:37.674Z,2026-03-03T10:00:40.733Z,2026-03-03T10:00:41.233Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000076,account_demo_a,workspace_shared,device_stable_1,actor_stable,sepmaker-pro,1.6.0,Apply,success,,13063,2026-03-03T11:00:21.684Z,2026-03-03T11:00:34.747Z,2026-03-03T11:00:35.247Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000077,account_demo_a,workspace_shared,device_stable_0,actor_stable,clean-vector-pro,3.6.1,CLEAN ART,success,,4375,2026-03-03T12:00:03.014Z,2026-03-03T12:00:07.389Z,2026-03-03T12:00:07.889Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000078,account_demo_a,workspace_shared,device_stable_1,actor_stable,sepmaker-pro,1.6.0,Apply,success,,10229,2026-03-03T12:59:53.786Z,2026-03-03T13:00:04.015Z,2026-03-03T13:00:04.515Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000079,account_demo_a,workspace_shared,device_stable_0,actor_stable,clean-vector-pro,3.6.1,CLEAN ART,success,,3740,2026-03-03T14:00:48.632Z,2026-03-03T14:00:52.372Z,2026-03-03T14:00:52.872Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000080,account_demo_a,workspace_shared,device_stable_1,actor_stable,sepmaker-pro,1.6.0,Apply,success,,8452,2026-03-03T15:00:10.442Z,2026-03-03T15:00:18.894Z,2026-03-03T15:00:19.394Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000081,account_demo_a,workspace_review,device_review_0,actor_review,clean-vector-pro,3.6.1,CLEAN ART,success,,5135,2026-03-03T08:00:13.848Z,2026-03-03T08:00:18.983Z,2026-03-03T08:00:19.483Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000082,account_demo_a,workspace_review,device_review_1,actor_review,sepmaker-pro,1.6.0,Apply,success,,13338,2026-03-03T09:00:29.685Z,2026-03-03T09:00:43.023Z,2026-03-03T09:00:43.523Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000083,account_demo_a,workspace_review,device_review_0,actor_review,clean-vector-pro,3.6.1,CLEAN ART,success,,4511,2026-03-03T10:00:54.187Z,2026-03-03T10:00:58.698Z,2026-03-03T10:00:59.198Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000084,account_demo_a,workspace_review,device_review_1,actor_review,sepmaker-pro,1.6.0,Apply,success,,8144,2026-03-03T11:00:05.625Z,2026-03-03T11:00:13.769Z,2026-03-03T11:00:14.269Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000085,account_demo_a,workspace_review,device_review_0,actor_review,clean-vector-pro,3.6.1,CLEAN ART,success,,5262,2026-03-03T12:00:08.835Z,2026-03-03T12:00:14.097Z,2026-03-03T12:00:14.597Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000086,account_demo_a,workspace_review,device_review_1,actor_review,sepmaker-pro,1.6.0,Apply,success,,8606,2026-03-03T13:00:17.698Z,2026-03-03T13:00:26.304Z,2026-03-03T13:00:26.804Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
